Plant Name,Soil Type,Temperature,Moisture,Rainfall,Growth Time,Growth Stage,Compost Waste Recommendations,Compost C:N Ratio,Compost Moisture Content,Compost Nitrogen Content,Compost pH Level
Brinjal,Sandy,19,35,122,124,Final Stage,"Tree Leaves, Chicken Manure, Compost",35:1,50%,2.5%,6.5
Zucchini,Clay,26,79,28,137,Final Stage,"Sugarcane Bagasse, Fruit Scraps, Coffee Grounds",35:1,50%,2.5%,6.5
Pumpkin,Loamy,17,39,136,103,Final Stage,"Tree Leaves, Vegetable Scraps, Cow Manure",35:1,50%,2.5%,6.5
Brinjal,Sandy,15,34,194,68,Final Stage,"Worm Castings, Tree Leaves, Banana Peels",35:1,50%,2.5%,6.5
Mango,Loamy,15,52,225,170,Final Stage,"Banana Peels, Corn Stalks, Worm Castings",35:1,50%,2.5%,6.5
Pumpkin,Sandy,22,39,169,100,Growth Stage,"Grass Clippings, Alfalfa Hay, Fruit Scraps",30:1,55%,2.0%,6.2
Cucumber,Clay,24,73,8,85,Final Stage,"Coffee Grounds, Sugarcane Bagasse, Mulch (Wood Chips)",35:1,50%,2.5%,6.5
Pumpkin,Clay,25,31,39,71,Final Stage,"Rice Husk, Alfalfa Hay, Tree Leaves",35:1,50%,2.5%,6.5
Carrot,Clay,26,42,24,65,Final Stage,"Eggshells, Sugarcane Bagasse, Worm Castings",35:1,50%,2.5%,6.5
Potato,Sandy,27,69,260,113,Growth Stage,"Coffee Grounds, Worm Castings, Coconut Shells",30:1,55%,2.0%,6.2
Zucchini,Loamy,26,31,225,147,Final Stage,"Vegetable Scraps, Pea Pods, Coffee Grounds",35:1,50%,2.5%,6.5
Tomato,Loamy,28,49,123,36,Initial Stage,"Chicken Manure, Worm Castings, Vegetable Scraps",25:1,60%,1.5%,6.0
Beetroot,Loamy,16,30,37,83,Final Stage,"Mulch (Wood Chips), Pea Pods, Banana Peels",35:1,50%,2.5%,6.5
Pumpkin,Sandy,33,66,250,158,Final Stage,"Worm Castings, Rice Husk, Sugarcane Bagasse",35:1,50%,2.5%,6.5
Lettuce,Sandy,32,38,175,149,Final Stage,"Cow Manure, Eggshells, Sugarcane Bagasse",35:1,50%,2.5%,6.5
Potato,Sandy,17,46,89,135,Final Stage,"Chicken Manure, Alfalfa Hay, Corn Stalks",35:1,50%,2.5%,6.5
Peas,Sandy,31,38,36,76,Final Stage,"Eggshells, Coconut Shells, Banana Peels",35:1,50%,2.5%,6.5
Peas,Sandy,22,40,175,152,Final Stage,"Pea Pods, Banana Peels, Fruit Scraps",35:1,50%,2.5%,6.5
Onion,Loamy,24,44,283,170,Final Stage,"Mulch (Wood Chips), Coconut Shells, Compost",35:1,50%,2.5%,6.5
Pumpkin,Sandy,16,53,80,148,Final Stage,"Cow Manure, Tree Leaves, Rice Husk",35:1,50%,2.5%,6.5
Peas,Sandy,33,67,113,179,Final Stage,"Chicken Manure, Grass Clippings, Worm Castings",35:1,50%,2.5%,6.5
Pumpkin,Loamy,23,64,39,147,Final Stage,"Compost, Mulch (Wood Chips), Coconut Shells",35:1,50%,2.5%,6.5
Broccoli,Sandy,21,59,223,50,Initial Stage,"Cow Manure, Vegetable Scraps, Coffee Grounds",25:1,60%,1.5%,6.0
Beetroot,Loamy,18,60,114,166,Final Stage,"Mulch (Wood Chips), Chicken Manure, Alfalfa Hay",35:1,50%,2.5%,6.5
Peas,Loamy,32,78,185,55,Initial Stage,"Tree Leaves, Coconut Shells, Pea Pods",25:1,60%,1.5%,6.0
Beetroot,Clay,27,34,55,38,Growth Stage,"Compost, Chicken Manure, Coconut Shells",30:1,55%,2.0%,6.2
Brinjal,Clay,25,73,39,44,Initial Stage,"Pea Pods, Cow Manure, Worm Castings",25:1,60%,1.5%,6.0
Potato,Clay,18,79,39,39,Final Stage,"Worm Castings, Coffee Grounds, Coconut Shells",35:1,50%,2.5%,6.5
Cucumber,Clay,18,43,236,151,Final Stage,"Grass Clippings, Mulch (Wood Chips), Compost",35:1,50%,2.5%,6.5
Broccoli,Sandy,24,40,288,150,Final Stage,"Fish Emulsion, Alfalfa Hay, Grass Clippings",35:1,50%,2.5%,6.5
Potato,Clay,19,38,261,154,Final Stage,"Sugarcane Bagasse, Mulch (Wood Chips), Seaweed Extract",35:1,50%,2.5%,6.5
Brinjal,Loamy,23,63,215,101,Growth Stage,"Corn Stalks, Vegetable Scraps, Eggshells",30:1,55%,2.0%,6.2
Cucumber,Sandy,17,41,146,78,Final Stage,"Eggshells, Sugarcane Bagasse, Tree Leaves",35:1,50%,2.5%,6.5
Brinjal,Clay,31,64,167,120,Growth Stage,"Tree Leaves, Mulch (Wood Chips), Grass Clippings",30:1,55%,2.0%,6.2
Tomato,Loamy,17,64,91,66,Final Stage,"Chicken Manure, Fish Emulsion, Seaweed Extract",35:1,50%,2.5%,6.5
Carrot,Sandy,30,30,58,97,Growth Stage,"Fish Emulsion, Banana Peels, Pea Pods",30:1,55%,2.0%,6.2
Cauliflower,Sandy,18,69,58,79,Final Stage,"Coconut Shells, Fruit Scraps, Pea Pods",35:1,50%,2.5%,6.5
Broccoli,Clay,32,51,168,48,Initial Stage,"Cow Manure, Banana Peels, Corn Stalks",25:1,60%,1.5%,6.0
Cauliflower,Sandy,31,58,268,129,Final Stage,"Worm Castings, Eggshells, Sugarcane Bagasse",35:1,50%,2.5%,6.5
Carrot,Loamy,21,37,44,89,Final Stage,"Eggshells, Vegetable Scraps, Coconut Shells",35:1,50%,2.5%,6.5
Carrot,Sandy,19,40,180,118,Final Stage,"Fish Emulsion, Seaweed Extract, Coffee Grounds",35:1,50%,2.5%,6.5
Brinjal,Loamy,26,70,169,175,Final Stage,"Eggshells, Worm Castings, Pea Pods",35:1,50%,2.5%,6.5
Cauliflower,Sandy,31,66,190,176,Final Stage,"Cow Manure, Corn Stalks, Rice Husk",35:1,50%,2.5%,6.5
Garlic,Clay,27,43,154,98,Growth Stage,"Seaweed Extract, Coconut Shells, Fruit Scraps",30:1,55%,2.0%,6.2
Tomato,Loamy,17,59,187,78,Final Stage,"Alfalfa Hay, Vegetable Scraps, Mulch (Wood Chips)",35:1,50%,2.5%,6.5
Brinjal,Sandy,23,64,6,137,Final Stage,"Corn Stalks, Banana Peels, Alfalfa Hay",35:1,50%,2.5%,6.5
Beetroot,Sandy,31,50,132,148,Final Stage,"Grass Clippings, Mulch (Wood Chips), Alfalfa Hay",35:1,50%,2.5%,6.5
Onion,Sandy,31,66,234,178,Final Stage,"Rice Husk, Eggshells, Tree Leaves",35:1,50%,2.5%,6.5
Carrot,Loamy,34,34,44,179,Final Stage,"Alfalfa Hay, Cow Manure, Chicken Manure",35:1,50%,2.5%,6.5
Cucumber,Loamy,30,48,248,66,Growth Stage,"Sugarcane Bagasse, Fruit Scraps, Chicken Manure",30:1,55%,2.0%,6.2
Brinjal,Loamy,27,43,30,172,Final Stage,"Coffee Grounds, Eggshells, Pea Pods",35:1,50%,2.5%,6.5
Chili,Clay,33,55,22,40,Initial Stage,"Rice Husk, Tree Leaves, Eggshells",25:1,60%,1.5%,6.0
Pumpkin,Clay,31,33,159,167,Final Stage,"Alfalfa Hay, Coffee Grounds, Corn Stalks",35:1,50%,2.5%,6.5
Chili,Loamy,18,54,157,107,Final Stage,"Sugarcane Bagasse, Coffee Grounds, Rice Husk",35:1,50%,2.5%,6.5
Zucchini,Sandy,26,74,38,106,Final Stage,"Pea Pods, Chicken Manure, Mulch (Wood Chips)",35:1,50%,2.5%,6.5
Radish,Clay,23,71,81,31,Initial Stage,"Chicken Manure, Rice Husk, Alfalfa Hay",25:1,60%,1.5%,6.0
Radish,Loamy,33,54,257,93,Growth Stage,"Mulch (Wood Chips), Fish Emulsion, Tree Leaves",30:1,55%,2.0%,6.2
Spinach,Sandy,26,47,205,64,Growth Stage,"Rice Husk, Coffee Grounds, Compost",30:1,55%,2.0%,6.2
Watermelon,Clay,23,69,76,36,Initial Stage,"Banana Peels, Tree Leaves, Corn Stalks",25:1,60%,1.5%,6.0
Tomato,Sandy,21,37,11,114,Final Stage,"Eggshells, Mulch (Wood Chips), Cow Manure",35:1,50%,2.5%,6.5
Watermelon,Sandy,28,68,294,175,Final Stage,"Fish Emulsion, Pea Pods, Grass Clippings",35:1,50%,2.5%,6.5
Radish,Sandy,34,69,223,96,Growth Stage,"Fruit Scraps, Rice Husk, Pea Pods",30:1,55%,2.0%,6.2
Onion,Sandy,33,43,12,71,Final Stage,"Vegetable Scraps, Mulch (Wood Chips), Fruit Scraps",35:1,50%,2.5%,6.5
Broccoli,Clay,29,61,45,147,Final Stage,"Sugarcane Bagasse, Fruit Scraps, Pea Pods",35:1,50%,2.5%,6.5
Chili,Clay,30,67,154,154,Final Stage,"Alfalfa Hay, Grass Clippings, Chicken Manure",35:1,50%,2.5%,6.5
Carrot,Clay,19,62,112,53,Final Stage,"Eggshells, Alfalfa Hay, Banana Peels",35:1,50%,2.5%,6.5
Zucchini,Loamy,17,52,232,75,Final Stage,"Coffee Grounds, Coconut Shells, Banana Peels",35:1,50%,2.5%,6.5
Pumpkin,Clay,26,44,16,48,Initial Stage,"Grass Clippings, Alfalfa Hay, Compost",25:1,60%,1.5%,6.0
Tomato,Sandy,34,62,222,97,Growth Stage,"Coffee Grounds, Mulch (Wood Chips), Eggshells",30:1,55%,2.0%,6.2
Cauliflower,Clay,18,54,187,131,Final Stage,"Cow Manure, Fish Emulsion, Sugarcane Bagasse",35:1,50%,2.5%,6.5
Broccoli,Sandy,30,46,162,71,Growth Stage,"Chicken Manure, Worm Castings, Alfalfa Hay",30:1,55%,2.0%,6.2
Chili,Loamy,21,62,73,61,Growth Stage,"Eggshells, Vegetable Scraps, Chicken Manure",30:1,55%,2.0%,6.2
Peas,Sandy,27,76,232,138,Final Stage,"Alfalfa Hay, Cow Manure, Vegetable Scraps",35:1,50%,2.5%,6.5
Beetroot,Sandy,24,31,223,65,Growth Stage,"Grass Clippings, Rice Husk, Fish Emulsion",30:1,55%,2.0%,6.2
Spinach,Sandy,21,43,59,126,Final Stage,"Vegetable Scraps, Banana Peels, Chicken Manure",35:1,50%,2.5%,6.5
Peas,Loamy,28,69,221,160,Final Stage,"Eggshells, Fish Emulsion, Coffee Grounds",35:1,50%,2.5%,6.5
Lettuce,Clay,19,69,36,102,Final Stage,"Mulch (Wood Chips), Tree Leaves, Grass Clippings",35:1,50%,2.5%,6.5
Spinach,Clay,17,68,277,165,Final Stage,"Mulch (Wood Chips), Compost, Grass Clippings",35:1,50%,2.5%,6.5
Broccoli,Loamy,25,35,195,126,Final Stage,"Corn Stalks, Fish Emulsion, Alfalfa Hay",35:1,50%,2.5%,6.5
Potato,Sandy,25,35,241,152,Final Stage,"Cow Manure, Mulch (Wood Chips), Worm Castings",35:1,50%,2.5%,6.5
Brinjal,Clay,32,32,218,99,Growth Stage,"Fruit Scraps, Rice Husk, Mulch (Wood Chips)",30:1,55%,2.0%,6.2
